"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/taxa/refs_doc.html"
"Data URL","http://paleobiodb.org/data1.2/taxa/refs.csv?datainfo&rowcount&base_name=brachiopoda&select=taxonomy"
"Access Time","Tue 2017-11-07 07:33:38 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","brachiopoda"
"","ref_type","taxonomy"
"","taxon_status","all"
"Elapsed Time","1.46"
"Records Found","1982"
"Records Returned","1982"
"Records:"
"reference_no","record_type","ref_type","author1init","author1last","author2init","author2last","otherauthors","pubyr","reftitle","pubtitle","editors","pubvol","pubno","firstpage","lastpage","publication_type","language","doi"
"38810","ref","class","G. R.","Shi","N. W.","Archbold","","1993","A compendium of Permian brachiopod faunas of the western Pacific region. 1. Asselian-Tastubian","Deakin University School of Aquatic Science and Natural Resources Management, Technical Papers","","1993","","1","68","serial monograph","English",""
"27601","ref","class","G. R.","Shi","N.W.","Archbold","","1995","Permian brachiopod faunal sequence of the Shan-Thai terrane: biostratigraphy, palaeobiogeographical affinities and plate tectonic/palaeoclimatic implications","Journal of Southeast Asian Earth Sciences","","11","3","177","187","journal article","English",""
"41204","ref","class","G. R.","Shi","Z. Q.","Chen","","2003","Global review of Permian Tyloplecta Muir-Wood and Cooper, 1960 (Brachiopoda): morphology, palaeobiogeographical and palaeogeographical implications","Gondwana Research","","6","","777","790","journal article","English",""
"62291","ref","auth,class","G. R.","Shi","Z.-Q.","Chen","L.-P. Zhan","2005","Early Carboniferous brachiopod faunas from the Baoshan block, west Yunnan,\r\nsouthwest China","Alcheringa","","29","1","31","85","journal article","English","10.1080/03115510508619560"
"27599","ref","auth,class","G. R.","Shi","Z.Q.","Chen","N.R. Hai","2002","Permophricodothyris Pavlova, 1965 (Brachiopoda, Spiriferida) from the Permian of south China: its morphology, biostratigraphy and distribution","Palaeontologische Zeitschrift","","76","2","369","383","journal article","English",""
"33689","ref","auth","G. R.","Shi","Z. J.","Fang","N. W. Archbold","1996","An Early Permian brachiopod fauna of Gondwanan affinity from the Baoshan block, western Yunnan, China","Alcheringa","","20","","81","101","journal article","English",""
"27811","ref","auth,class","G. R.","Shi","L.","Raksaskulwong","H. J. Campbell","2001","Early Permian brachiopods from central and northern peninsular Thailand","Carboniferous and Permian of the World. Canadian Society of Petroleum Geologists Memoir","","19","","596","608","journal article","English",""
"11134","ref","auth,class","G. R.","Shi","S.","Shen","","2001","A biogeographically mixed, Middle Permian brachiopod fauna from the Baoshan Block, western Yunnan, China","Palaeontology","","44","2","237","258","journal article","",""
"13706","ref","auth,class","G. R.","Shi","S.","Shen","L. Zhan","2003","A Guadalupian-Lopingian (Middle to Late Permian) brachiopod fauna from the Juripu Formation in the Yarlung-Zangbo suture zone, southern Tibet, China","Journal of Paleontology","","77","6","1053","1068","journal article","English",""
"13956","ref","auth,class","G. R.","Shi","S.","Shen","J.-I. Tazawa","2002","Middle Permian (Guadalupian) brachiopods from the Xiujimqinqi area, Inner Mongolia, northeast China, and their palaeobiogeographical and palaeogeographical significance","Paleontological Research","","6","3","285","297","journal article","English",""
"42543","ref","auth,class","G. R.","Shi","S. Z.","Shen","H. J. Campbell, L. Raksaskulwong","2001","A Meekella-dominated Early Permian brachiopod assemblage from central Peninsular Thailand","Contributions to the Geology and Palaeontology of Gondwana in Honour of Helmut Wopfner","","","","441","451","book/book chapter","English",""
"17750","ref","auth,class","G. R.","Shi","S.-Z.","Shen","","1997","A Late Permian brachiopod fauna from Selong, Southern Xizang (Tibet), China","Proceedings of the Royal Society of Victoria","","109","1","37","56","journal article","English",""
"27361","ref","auth,class","G. R.","Shi","S.Z.","Shen","N.W. Archbold","1999","Gruntea gen. nov. a new Permian spirigerellid (Brachiopoda) genus from Selong, southern Tibet, China","Acta Palaeontologica Sinica","","38","","346","352","journal article","English",""
"11356","ref","class","G. R.","Shi","J.","Tazawa","","2001","Rhynchopora and Blasispirifer (Brachiopoda) from the Middle Permian of the Hida Gaien Belt, central Japan, and their paleobiogeographical significance","Journal of Geological Society of Japan","","107","12","755","761","journal article","",""
"33688","ref","auth,class","G. R.","Shi","J. B.","Waterhouse","","1991","Early Permian brachiopods from Perak, west Malaysia","Journal of Southeast Asian Earth Sciences","","6","","25","39","journal article","English",""
"27298","ref","auth,class","G. R.","Shi","J.B.","Waterhouse","","1996","Lower Permian brachiopods and molluscs from the upper Jungle Creek Formation, northern Yukon Territory, Canada","Geological Survey of Canada Bulletin","","424","","1","241","serial monograph","English",""
"33914","ref","auth,class","X.","Shi","R. E.","Grant","","1993","Jurassic rhynchonellids: internal structures and taxonomic revisions","Smithsonian Contributions to Paleobiology","","73","","1","190","journal article","English",""
"32975","ref","auth,class","Y.","Shiino","","","","2009","Middle Permian echinoconchoide brachiopod Vediproductus in the Kamiyasse area, Southern Kitakami Mountains, northeast Japan","Paleontological Research","","13","3","251","258","journal article","English",""
"37863","ref","class","Y.","Shiino","Y.","Suzuki","","2007","Articulatory and musculatory systems in a Permian concavo-convex brachiopod Waagenoconcha imperfecta Prendergast, 1935 (Productida, Brachiopoda)","Paleontological Research","","11","3","265","275","journal article","English",""
"16338","ref","auth,class","H. W.","Shimer","R. R.","Shrock","","1944","","Index fossils of North America","","","","1","837","book/book chapter","English",""
"27797","ref","class","D.","Shimizu","","","","1981","Upper Permian brachiopod fossils from Guryul Ravine and the spur three kilometres north of Barus","The Upper Permian and Lower Triassic faunas of Kashmir. Palaeontologia Indica New Series","","46","","66","85","book/book chapter","English",""
"33691","ref","auth,class","D.","Shimizu","","","","1961","Brachiopod fossils from the Permian Maizuru Group","Memoirs of the College of Science, University of Kyoto, Series B","","27","","309","351","journal article","English",""
"44305","ref","auth,class","T.","Shintani","","","","2011","Orthotetoids from the Lower Permian (Sakmarian) of the Nagaiwa-Sakamotozawa area, South Kitakami Belt, northeast Japan","Science Reports, Niigata University (Geology)","","26","","73","90","journal article","English",""
"17105","ref","auth,class","B. F.","Shumard","","","","1859","Notice of fossils from the Permian strata of Texas and New Mexico obtained by the United States expedition under Capt. John Pope, for boring artesian wells along the 32nd parallel, with descriptions of new species from these strata and the Coal Measures of that region","Transactions of the Academy of Science of St. Louis","","1","","387","402","journal article","English",""
"36929","ref","auth","B. F.","Shumard","","","","1858","Notice of new fossils from the Permian strata of New Mexico and Texas, collected by Dr. George G. Shumard, geologist of the United States Government expedition for obtaining water by means of artesian wells along the 32nd parallel, under the direction of Capt John Pope, US Corps Topographic Engineers","Transactions of the Academy of Science of St. Louis","","1","","290","297","journal article","English",""
"22354","ref","auth","B. F.","Shumard","","","","1855","Description of new species of organic remains","Missouri Geological Survey","","2","","185","208","journal article","English",""
"16340","ref","auth","B. F.","Shumard","G.C.","Swallow","","1858","Descriptions of new fossils from the Coal Measures of Missouri and Kansas","Academy of Science of St. Louis Transactions","","1","","198","227","journal article","English",""
"7633","ref","auth,class","M.","Siblik","","","","1998","A contribution to the brachiopod fauna of the ""Oberrhaetkalk"" (Northern Calcareous Alps, Tyrol-Salzburg)","Jahrbuch der geologischen Bundesanstalt","","141","1","73","95","journal article","English",""
"7634","ref","auth,class","M.","Siblik","","","","1999","New data on the Hettangian brachiopod fauna of the Northern Calcareous Alps (Austria, Bavaria)","Abhandlungen der geologischen Bundesanstalt","","56","2","419","438","journal article","",""
"7635","ref","auth,class","M.","Siblik","","","","1993","Lower Liassic brachiopods from the Steinplatte-Kammerkoehral area near Waidring (Northern Calcareous Alps, Salzburg)","Jahrbuch der geologischen Bundesanstalt","","136","4","965","982","journal article","",""
"13224","ref","auth,class","M.","Siblik","","","","1999","On Carnian brachiopods of the Gaisberg near Kirchberg in Tirol (Northern Calcareous Alps, Tyrol)","Abhandlungen der geologischen Bundesanstalt","","56","2","113","120","","",""
"13251","ref","class","M.","Siblik","","","","1971","Anisian rhynchonellids from the Slovak Karst region","Geologicke Prace, Spravy","","56","","163","184","journal article","",""
"31802","ref","auth,class","M.","Siblík","","","","1991","Triassic brachiopods from Ahgdarband (NE-Iran)","Abhandlungen der Geologischen Bundesanstalt","","38","","165","174","journal article","English",""
"35850","ref","auth,class","M.","Siblik","","","","1975","Triassic brachiopods from Nepal","Rivista Italiana di Paleontologia e Stratigrafia","","81","2","133","160","journal article","English",""
"50809","ref","auth,class","M.","Siblík","","","","1999","Brachiopod taxonomy, in Carnian reef biota from a megabreccia of the Hawasina complex (Al Aqil, Oman)","Rivista Italiana di Paleontologia e Stratigrafia","","105","3","327","342","journal article","English",""
"51997","ref","auth,class","M.","Siblik","","","","1967","New Species of Domerian Rhynchonelloids From Slovakia","Geologicky Sbornik","","18","1","151","167","journal article","English",""
"52120","ref","auth,class","M.","Siblik","","","","2008","A Jurassic brachiopod fauna from the Mitterwand area near Hallstatt (Upper Austria)","Jahrbuch der Geologischen Bundensanstalt","","148","1","59","87","journal article","English",""
"52453","ref","auth,class","M.","Siblik","","","","1965","Some New Liassic Brachiopods","Geologicky Sbornik (Geologica Carpathica)","","","","73","82","journal article","English",""
"19059","ref","auth,class","M.","Siblik","G.","Bryda","","2005","Brachiopods from the Upper Triassic reef habitats of the Northern Calcareous Alps (Dachstein Limestone, Hochschwab, Austria)","Rivista Italiana di Paleontologia e Stratigrafia","","111","3","413","437","journal article","English",""
"52488","ref","class","M.","Siblík","I.","Szente","R. Mikulas, H. Lobitzer","2010","An invertebrate faunula in the Kössen beds of Starnkogel (Bad Ischl, Upper Austria)","Abhandlungen der Geologischen Bundesanstalt","","65","","57","64","journal article","English",""
"34556","ref","auth","T.","Simanauskas","N. W.","Archbold","","2001","Tupelosia and Tupelosia paganzoensis, in New Strophalosiidae (Brachiopoda) from the Permian of Argentina","Proceedings of the Royal Society of Victoria","","113","2","217","227","journal article","English",""
"51887","ref","auth,class","E.","Simon","","","","2000","Upper Campanian brachiopods from the Mons Basin (Hainaut, Belgium): the brachiopod assemblage from the Belemnitella mucronata Zone","Bulletin De L'Institut Royal Des Sciences Naturelles de Belgique, Sciences De La Terre","","70","","129","160","journal article","English",""
"55506","ref","auth,class","E.","Simon","","","","2004","A reappraisal of some large late Maastrichtian brachiopods from Kunrade (southern Limburg, The Netherlands)","Bulletin de l'Institut Royal des Sciences Naturelles de Belgique, Sciences de la Terre","","74","Suppl","121","137","journal article","English",""
"55507","ref","auth,class","E.","Simon","","","","2003","A new Late Maastrichtian rhynchonellide brachiopod from the Kunrade Limestone facies near Maastricht (southern Limburg, The Netherlands)","Bulletin de l'Institut Royal des Sciences Naturelles de Belgique, Sciences de la Terre","","73","","137","148","journal article","English",""
"55508","ref","auth,class","E.","Simon","","","","1998","Maastrichtian brachiopods from Ciply: palaeoecological and stratigraphical significance","Bulletin de l'Institut Royal des Sciences Naturelles de Belgique, Sciences de la Terre","","68","","181","232","journal article","English",""
"55509","ref","auth,class","E.","Simon","","","","2007","A late Maastrichtian species of Gisilina (Brachiopoda, Chlidonophoridae) from the Maastricht area (The Netherlands, Belgium) first illustrated by Faujas de Saint-Fond","Bulletin de l'Institut Royal des Sciences Naturelles de Belgique, Sciences de la Terre","","77","","131","140","journal article","English",""
"55510","ref","auth","E.","Simon","","","","1992","New Lower Maastrichtian megathyridid brachiopods from the phosphatic chalk of Ciply (Mons, Belgium)","Bulletin van het Koninklijk Belgisch Institut voor Natuurwetenschappen, Aardwetenschappen","","62","","121","138","journal article","English",""
"55511","ref","auth,class","E.","Simon","","","","2005","New Lower Maastrichtian brachiopods (Gulpen Formation, Vijlen Member) from southern Limburg (The Netherlands)","Bulletin de l'Institut Royal des Sciences Naturelles de Belgique, Sciences de la Terre","","75","","127","165","journal article","English",""
"50328","ref","auth,class","E.","Simon","N.","Motchurova-Dekova","","2010","New representatives of the genus Septatoechia Lobatscheva & Titova, 1977 (Brachiopoda, Rhynchonellida, Tetrarhynchiidae) from the Maastrichtian of Western Europe","Bulletin De L'Institut Royal Des Sciences Naturelles De Belgique(Bulletin Van Het Konikluk Belgisch Instituut Voor Natuurwetenschappen)","","80","","171","186","journal article","English",""
"55514","ref","auth,class","E.","Simon","E. F.","Owen","","2001","A first step in the revision of the genus Cretirhynchia Pettitt, 1950","Bulletin de l'Institut Royal des Sciences Naturelles de Belgique, Sciences de la Terre","","71","","53","118","journal article","English",""
"27935","ref","auth,class","G. W.","Sinclair","","","","1951","The Generic Name Bilobites","Journal of Paleontology","","25","2","228","231","journal article","English",""
"50341","ref","auth,class","J.","Sklenar","E.","Simon","","2009","Brachiopod Gyrosoria Cooper, 1973- a comparative palaeoecological, stratigraphical and taxonomical study","Bulletin of Geosciences","","84","3","437","464","journal article","English",""
"19364","ref","auth,class","C. B.","Skovsted","","","","2006","Small shelly fauna from the upper Lower Cambrian Bastion and Ella Island Formations, North-East Greenland","Journal of Paleontology","","80","6","1087","1112","journal article","English",""
"32678","ref","class","C. B.","Skovsted","U.","Balthasar","G. A. Brock, J. R. Paterson","2009","The tommotiid Camenella reticulosa from the early Cambrian of South Australia: Morphology, scleritome reconstruction, and phylogeny","Acta Palaeontologica Polonica","","54","3","525","540","journal article","English","10.4202/app.2008.0082"
"56884","ref","auth,class","C. B.","Skovsted","S.","Clausen","J. J. Álvaro, D. Ponlevé","2014","Tommotiids from the early Cambrian (Series 2, Stage 3) of Morocco and the evolution of the tannuolinid scleritome and setigerous shell structures in stem group brachiopods","Palaeontology","","57","1","171","192","journal article","English","10.1111/pala.12060"
"32726","ref","auth,class","C. B.","Skovsted","L. E.","Holmer","","2006","The Lower Cambrian brachiopod Kyrshabaktella and associated shelly fossils from the Harkless Formation, southern Nevada","Geologiska Föreningens i Stockholm Förhandlingar","","128","4","327","337","journal article","English",""
"13228","ref","class","C. B.","Skovsted","L.E.","Holmer","","2005","Early Cambrian brachiopods from north-east Greenland","Palaeontology","","48","2","325","345","journal article","",""
"129","ref","class","M.","Smelror","R. M.","Cocks","A. Mork, B. E. E. Neuman, H. A. Nakrem","1997","Upper Ordovician - Lower Silurian strata and biota from offshore South Norway","Norsk Geologisk Tidsskrift","","77","","251","268","journal article","English",""
"52301","ref","auth,class","T.","Smirnova","","","","1975","Revision of the Upper Tithonian brachiopods from Inwald (Polish Carpathians)","Acta Geologica Polonica","","25","1","115","139","journal article","English",""
"38024","ref","auth,class","T. A.","Smirnova","","","","2004","Systematic Paleontology, in New Lower Kazanian (Upper Permian) Terebratulids (Brachiopoda) from the Northeastern Russian Platform: Family Dielasmatidae Schuchert, 1913","Paleontological Journal","","38","","39","44","journal article","English",""
"12531","ref","auth,class","T. N.","Smirnova","","","","1994","Early Cretaceous Brachiopods of Northwestern Kamchatka","Paleontological Journal","","28","2","34","50","journal article","",""
"13994","ref","auth,class","T. N.","Smirnova","","","","2004","The Lower Kazanian (Upper Permian) terebratulid assemblage of the Family Beecheriidae fam. nov. (Brachiopoda) from the east of the Russian Platform","Paleontological Journal","","38","2","166","171","journal article","English",""
"15384","ref","auth","T. N.","Smirnova","","","","2001","New Late Hauterivian Terebratulids from the southwestern Crimea","Paleontologicheskiy Zhurnal","","","6","34","41","journal article","Russian",""
"27328","ref","auth,class","T. N.","Smirnova","","","","2007","Permian terebratulids of Eurasia: morphology, systematics, and phylogeny","Paleontological Journal","","41","7","707","813","journal article","English",""
"27482","ref","auth,class","T. N.","Smirnova","","","","2001","Systematics and phylogeny of the Late Permian terebratulids (Brachiopoda) from Darvaz","Paleontological Journal","","35","2","140","151","journal article","English",""
"29924","ref","auth,class","T. N.","Smirnova","","","","2004","A new genus and revision of known species of early Kazanian (Upper Permian) terebratulids from the eastern Russian platform","Paleontological Journal","","38","4","373","380","journal article","English",""
"29976","ref","auth,class","T. N.","Smirnova","","","","2006","New Upper Permian Superfamily Compositelasmatoidea (Brachiopoda, Terebratulida) from the East of the Russian Platform: The specificity of ontogenetic transformations","Paleontological Journal","","40","1","66","74","journal article","English",""
"31863","ref","auth,class","T. N.","Smirnova","","","","2009","The ontogeny of the late Permian terebratulids of the Family Beecheriidae Smirnova (Brachiopoda)","Paleontological Journal","","43","2","142","152","journal article","English",""
"35661","ref","auth,class","T. N.","Smirnova","","","","1996","Shell ultrastructure of Mesozoic craniid brachiopods from the Ukraine","Brachiopods","P. Copper, J. Jin","","","261","263","book/book chapter","English",""
"50242","ref","auth,class","T. N.","Smirnova","","","","1992","Late Mesozoic Brachiopods of the Caspian Depression and the Russian Platform","Paleontological Journal","","26","1","25","35","journal article","English",""
"50718","ref","auth,class","T. N.","Smirnova","","","","2012","Early Cretaceous Rhynchonellids of Dagestan: System, Morphology, Stratigraphic and Paleobiogeographic Significance","Paleontological Journal","","46","11","1197","1296","journal article","English",""
"53633","ref","auth,class","T. N.","Smirnova","","","","1975"," New Terebratulida from the Berriasian and Lower Hauterivian of the Russian Platform (NOVYYe TEREBRATULIDY BERRIASA I NIZHNEGO GOTERIVA RUSSKOY PLATFORMY)","Paleontologicheskii zhurnal","","1975","3","70","82","journal article","Russian",""
"53751","ref","auth,class","T. N.","Smirnova","","","","1973","K izucheniyu ontogeneticheskikh izmeneniy rinkhonellid (Brachiopoda)\r\n(A Contribution to the Study of Ontogenetic Changes in Rhynchonellids (Brachiopoda))","Paleontologicheskii zhurnal","","1973","4","40","46","journal article","Russian",""
"53636","ref","auth,class","T. N.","Smirnova","E. Y.","Baraboshkin","","2004","Valanginian-Lower Hauterivian brachiopod assemblages of the area between rivers Kacha and Bodrak (South-West Crimea)","Stratigraphy and Geological Correlation","","12","2","48","63","journal article","Russian",""
"43477","ref","class","T. N.","Smirnova","T. A.","Grunt","","2001","The systematic position of some Upper Permian terebratulide genera","Brachiopods: Past and Present. Proceedings of the 4th International Brachiopod Congress","S. L. Long, C. H. C. Brunton, L. R. M. Cocks","","","224","228","book/book chapter","English",""
"11388","ref","auth","T. N.","Smirnova","T.A.","Grunt","","2002","New Permian brachiopods of the Order Terebratulida from southwestern Darvaz, the northern Pamirs: 1. Superfamilies Centronelloidea Waagen, 1882 and Dielasmatoidea Schuchert, 1913","Paleontological Journal","","36","5","480","489","journal article","",""
"11389","ref","auth,class","T. N.","Smirnova","T.A.","Grunt","","2003","New Permian brachiopods of the Order Terebratulida from the southwestern Darvaz (northern Pamirs): 3. Superfamily Loboidothyroidea","Paleontological Journal","","37","2","138","144","journal article","",""
"11390","ref","auth,class","T. N.","Smirnova","T.A.","Grunt","","2003","New Permian brachiopods of the Order Terebratulida from the southwestern Darvaz (northern Pamirs): 2. Superfamily Terebratuloidea Gray, 1840","Paleontological Journal","","37","1","24","30","journal article","",""
"53640","ref","auth,class","T. N.","Smirnova","V. P.","Konovalov","","1986","First records of the Early Cretaceous brachiopods in Primorie (PERVYYE NAKHODKI RANNEMELOVYKH BRAKHIOPOD V PRIMOR'YE)","Paleontologicheskii zhurnal","","1986","3","73","84","journal article","Russian",""
"18904","ref","auth,class","T. N.","Smirnova","D. I.","MacKinnon","","1995","Apodosia, an enigmatic new genus of micromorphic brachiopod from the Cretaceous of Crimea, Ukraine, and the Jurassic of England","Journal of Paleontology","","69","4","686","692","journal article","English",""
"17531","ref","auth","A. B.","Smith","J.","Xu","","1988","Palaeontology of the 1985 Geotraverse, Lhasa to Golmud","Phil. Trans. R. Soc. Lond. A","","327","","53","105","journal article","English",""
"8848","ref","auth,class","J. P.","Smith","","","","1914","The Middle Triassic marine invertebrate faunas of North America","United States Geological Survey Professional Paper","","83","","1","254","serial monograph","English",""
"8858","ref","auth,class","J. P.","Smith","","","","1927","Upper Triassic marine invertebrate faunas of North America","United States Geological Survey Professional Paper","","141","","1","262","serial monograph","English",""
"7273","ref","auth,class","R. E.","Smith","","","","1980","Lower Devonian (Lochkovian) biostratigraphy and brachiopod faunas, Canadian arctic islands","Geological Survey of Canada Bulletin","","308","","1","155","serial monograph","",""
"15659","ref","auth,class","L.C.","Snider","","","","1915","Geology of a Portion of Northeastern Oklahoma and Paleontology of the Chester Group in Oklahoma","Bulletin of the Oklahoma Geological Survey","","24","","1","122","journal article","English",""
"17927","ref","auth,class","E.V.","Sokiran","","","","2002","Frasnian-Famennian extinction and recovery of rhynchonellid brachiopods from the East European Platform","Acta Palaeontologica Polonica","","47","2","339","354","journal article","English",""
"27879","ref","auth,class","A.  N.","Sokolskaja","","","","1965","Orthids, Strophomenids, Chonetids, and Rhynchonellids, in The Development and Change of Marine Organisms at the Palaeozoic-Mesozoic Boundary","Akademiya Nauk SSSR, Trudy Paleontologicheskogo Instituta","","108","","198","236","book/book chapter","Russian",""
"27317","ref","auth,class","R. V.","Solomina","","","","1988","New Permian brachiopods from Verkhoyan","Paleontological Journal","","22","1","39","50","journal article","English",""
"27655","ref","auth","R. V.","Solomina","","","","1981","Some Early Permian productids of the Verkhoyan region and their stratigraphic significance","Paleontological Journal","","15","2","59","71","journal article","English",""
"27920","ref","auth","R. V.","Solomina","","","","1973","Tumarinia barajensis, in A new genus of Licharewiinae (Brachiopoda) from the Permian of Verkhoyan'ye and the northeast USSR","Paleontological Journal","","7","4","473","477","journal article","English",""
"29047","ref","auth,class","R. V.","Solomina","","","","2001","Brachiopods of the family Licharewiidae in northeastern Russia","Paleontological Journal","","35","4","379","386","journal article","English",""
"32424","ref","auth,class","R. V.","Solomina","","","","1985","A new upper Permian brachiopod genus from the northeastern USSR","Paleontological Journal","","19","2","117","121","journal article","English",""
"27921","ref","auth","R. V.","Solomina","A. D.","Grigorjeva","","1973","Tumarinia description, in A new genus of Licharewiinae (Brachiopoda) from the Permian of Verkhoyan'ye and the northeast USSR","Paleontological Journal","","7","4","473","477","journal article","English",""
"37914","ref","auth,class","M.","Sone","","","","2001","Systematic palaeontology, in Middle Permian brachiopods from central Peninsular Malaysia - faunal affinities between Malaysia and west Cambodia","Journal of Asian Earth Sciences","","19","","177","194","journal article","English",""
"30663","ref","auth,class","M.","Sone","C.","Chonglakmani","A. Chitnarin","2009","Middle Permian productidine brachiopods from central Thailand (the Indochina terrane) with paleobiogeographic implications","Journal of Paleontology","","83","5","804","810","journal article","English",""
"13477","ref","auth,class","M.","Sone","M. S.","Leman","","2005","Permian linoproductioid brachiopod Permundaria from Bera South, Peninsular Malaysia","Journal of Paleontology","","79","3","601","606","journal article","",""
"25511","ref","class","M.","Sone","I.","Metcalfe","M. S. Leman","2003","Palaeobiogeographic implications of Middle Permian brachiopods from Johore (Peninsular Malaysia)","Geological Magazine","","140","5","523","538","journal article","English",""
"33698","ref","class","F.","Sour-Tovar","A.","Pérez-Huerta","S. A. Quiroz-Barroso, E. Centeno-Garcia","2005","Braquiopodos y trilobite del Permico Inferior del noroeste del Estado de Hidalgo, Mexico","Revista Mexicana de Ciencias Geologicas","","22","","24","35","journal article","Spanish",""
"38501","ref","auth","G. B.","Sowerby","","","","1844","Palaeozoic shells from Van Diemen's Land","Geological Observations on the Volcanic Islands Visited during the Voyage of HMS Beagle","C. Darwin","","","158","160","book/book chapter","English",""
"17098","ref","auth","J.","Sowerby","","","","1818","No. XXX in the mineral conchology of Great Britain; or colored figures and descriptions of those remains of testaceous animals or shells, which have been preserved at various times and depths in the Earth","The mineral conchology of Great Britain","","3","","1","194","journal article","English",""
"37453","ref","auth","J.","Sowerby","","","","1822","No. LVI of the mineral conchology of Great Britain; or colored figures and descriptions of those remains of testaceous animals or shells, which have been preserved at various times and depths in the Earth","The Mineral Conchology of Great Britain","","4","","17","24","book/book chapter","English",""
"17097","ref","auth","J. d. C.","Sowerby","","","","1825","No. LXXX of the mineral conchology of Great Britain; or colored figures and descriptions of those remains of testaceous animals or shells, which have been preserved at various times and depths in the Earth","The mineral conchology of Great Britain","","5","39","100","168","journal article","English",""
"37447","ref","auth,class","J. d. C.","Sowerby","","","","1827","No. XCVI of the mineral conchology of Great Britain; or colored figures and descriptions of those remains of testaceous animals or shells, which have been preserved at various times and depths in the Earth","The Mineral Conchology of Great Britain","","6","","109","120","book/book chapter","English",""
"37455","ref","auth","J. d. C.","Sowerby","","","","1841","No. CVIII of the mineral conchology of Great Britain; or colored figures and descriptions of those remains of testaceous animals or shells, which have been preserved at various times and depths in the Earth","The Mineral Conchology of Great Britain","","7","","9","16","book/book chapter","English",""
"37777","ref","auth","J. d. C.","Sowerby","","","","1829","Fossil shells, in On the geological relations and internal structure of the Magnesian Limestone, and the lower portions of the New Red Sandstone Series in their range through Nottinghamshire, Derbyshire, Yorkshire, and Durham, to the southern extremity of Northumberland","Transactions of the Geological Society of London, Second Series","","3","1","118","120","journal article","English",""
"24767","ref","auth","J. de C.","Sowerby","","","","1821","","The mineral conchology of Great Britain","","4","","1","49","book/book chapter","English",""
"16346","ref","auth","J.d.C.","Sowerby","","","","1827","No. XCVII of the mineral conchology of Great Britain; or colored figures and descriptions of those remains of testaceous animals or shells, which have been preserved at various times and depths in the Earth","The mineral conchology of Great Britain","","6","47","87","156","journal article","English",""
"33700","ref","auth","L. F.","Spath","","","","1935","Additions to the Eo-Triassic invertebrate fauna of east Greenland","Meddelelser om Grønland","","98","2","1","115","journal article","English",""
"33701","ref","class","J. A.","Spielmann","S. G.","Lucas","K. Krainer","2005","Early Permian (Wolfcampian) marine invertebrate assemblage from the Hueco Group, Shalem Colony Formation, Dona Ana Mountains, New Mexico","New Mexico Museum of Natural History and Science Bulletin","","31","","170","173","journal article","English",""
"53890","ref","auth,class","N.","Spjeldnaes","","","","1957","The Middle Ordovician of the Oslo Region, Norway. 8. Brachiopods of the Suborder Strophomenida","Norsk Geologisk Tidsskrift","","37","1","1","214","journal article","English",""
"13852","ref","auth,class","R. L.","Squires","","","","2001","Additions to the Eocene megafossil fauna of the Llajas Formation, Simi Valley, southern California","Contributions in Science (Natural History Museum of Los Angeles County)","","489","","1","40","journal article","English",""
"17986","ref","auth,class","J.","Sremac","","","","1986","Middle Permian brachiopods from the Velebit Mts. (Croatia, Yogoslavia)","Palaeontologia Jugoslavica","","35","","1","43","journal article","English",""
"52920","ref","auth","J. K. S.","St. Joseph","","","","1938","The Pentameracea of the Oslo region being a description of the Kiaer collection of pentamerids","Norsk Geologisk Tidsskrift","","17","","225","336","journal article","English",""
"46736","ref","auth","M. A.","Stainbrook","","","","1940","Orthoid brachiopods of the Cedar Valley Limestone of Iowa","American Midland Naturalist","","23","","482","492","journal article","English",""
"52328","ref","auth","M. A.","Stainbrook","","","","1943","Strophomenacea of the Cedar Valley Limestone of Iowa","Journal of Paleontology","","17","1","39","59","journal article","English",""
"52329","ref","auth","M. A.","Stainbrook","","","","1947","Brachiopoda of the Percha Shale of New Mexico and Arizona","Journal of Paleontology","","21","","297","328","journal article","English",""
"52356","ref","auth,class","M. A.","Stainbrook","","","","1945","Brachiopoda of the Independence Shale of Iowa","Geological Society of America Memoirs","","14","","1","68","serial monograph","English",""
"52401","ref","auth","M. A.","Stainbrook","","","","1948","Age and correlation of the Devonian Sly Gap Beds near Alamogordo, New Mexico","American Journal of Science","","246","12","765","790","journal article","English","10.2475/ajs.246.12.765"
"7270","ref","auth,class","C. W.","Stearn","","","","1956","Stratigraphy and palaeontology of the Interlake Group and Stonewall Formation of Southern Manitoba","Geological Survey of Canada Memoir","","281","","1","162","serial monograph","English",""
"15105","ref","auth,class","H.M.","Steele","G.W.","Sinclair","","1971","A Middle Ordovician fauna from Braeside, Ottawa Valley, Ontario","Geological Survey of Canada Bulletin","","211","","1","97","journal article","English",""
"38049","ref","auth,class","F. G.","Stehli","","","","1962","Notes on some upper Paleozoic terebratuloid brachiopods","Journal of Paleontology","","36","1","97","111","journal article","English",""
"48290","ref","auth","F. G.","Stehli","","","","1955","Notes on Permian rhynchonellids","Journal of the Washington Academy of Sciences","","45","","70","74","journal article","English",""
